Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,point,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District
M,Completely Locked,06/22/2020 11:50:48 AM,M234,M234,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,St Nicholas Ave. and W. 156 St.,Wright Brothers Playground,POINT (1000437.8931371421 242245.58117522302),Adults Allowed,M234-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,112,M-12A
M,Completely Locked,06/22/2020 05:19:45 PM,M203D,M203D,,Reopened,false,Not Applicable,E. 42 St. bet. 1 Ave. and 2 Ave.,Mary O'Connor Playground,POINT (992339.7498846352 212354.5172698051),Adults not allowed in some locations,M203D-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,106,M-06
M,Completely Locked,06/22/2020 04:11:41 PM,M161,M161,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W. 43 St. bet. 8 Ave. and 9 Ave.,McCaffrey Playground,POINT (986662.4449663013 215770.9756599814),Adults Allowed,M161-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,104,M-04
X,Completely Locked,06/22/2020 09:53:57 AM,X112,X112,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Cauldwell Ave bet. E. 161 St  and E. 163 St.,Hilton White Playground,POINT (1009883.1298240569 239056.40513889486),Adults Allowed,X112-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
Q,Completely Locked,06/23/2020 10:55:47 AM,Q099,Q099-20,,Reopened,false,Not Applicable,Park Dr East & 73 Terrace,Albert H. Mauro Playground,POINT (1032211.319091469 202588.035490483),Unknown,Q099-CPA-0006,03/31/2020 07:11:11 PM,06/23/2020 10:55:44 AM,408,Q-15
X,Completely Locked,06/22/2020 10:41:10 AM,X224,X224,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Greystone Av bet. W 236 St and W 240 St,MacLaughlin Playground,POINT (1010416.28755039 262761.4755108058),Adults not allowed in some locations,X224-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,208,X-08
B,Completely Locked,06/22/2020 03:45:07 PM,B244,B244,,Reopened,false,Not Applicable,Mcdonald Ave. between Ave. S and Ave. T,McDonald Playground,POINT (992041.1031722277 158353.0783568919),Unknown,B244-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
X,Completely Locked,06/22/2020 01:11:56 PM,X208,X208,,Reopened,,,,Haviland Playground,POINT (1023376.841681719 241351.5435932278),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
B,Completely Locked,06/22/2020 01:44:50 PM,B057,B057-04,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,S/O Ave U & E 38 St,Lenape Playground,POINT (1004704.698907971 160178.1800216436),Unknown,B057-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
B,Completely Locked,06/23/2020 10:01:04 AM,B237,B237,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Bedford Ave., Hancock St., Jefferson Ave.",John Hancock Playground,POINT (996767.6698345541 187799.0483362228),Adults Allowed,B237-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
R,Completely Locked,06/22/2020 02:59:17 PM,R065,R065-02,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Drumgoole Rd E & Woodhull Ave,Woodhull Playground,POINT (929230.0660648942 133215.5938550532),Unknown,R065-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,503,R-03
Q,Completely Locked,06/22/2020 04:27:43 PM,Q104,Q104-01,,Reopened,false,Not Applicable,"Vernon Blvd, 40 & 41 Aves",Vernon Playground,POINT (998944.2202714682 215107.9897812307),Adults not allowed in some locations,Q104-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
R,Not Lockable,06/22/2020 02:32:02 PM,R046,R046-01,,Reopened,,,,South Beach Playground,POINT (966661.9045868815 155046.0419919789),,,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,595,R-02B
M,Completely Locked,06/19/2020 10:02:29 AM,M116,M116,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Essex St., Norfolk St. and Houston St.",ABC Playground,POINT (988117.7616094649 202274.1466825604),Adults not allowed in some locations,M116-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
Q,Completely Locked,06/21/2020 11:39:53 AM,Q133,Q133,,Reopened,false,Not Applicable,"Hempstead Ave., 225 St. and 224 St. Cross Island Parkway Exit at 225 St.",Pat Williams Playground,POINT (1059226.405809224 199130.3750829697),Adults Allowed,Q133-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 11:39:50 AM,413,Q-13
X,Completely Locked,06/22/2020 10:39:31 AM,X019,X019-01,,Reopened,,,,Ewen Playground,POINT (1009174.8782878069 261038.1718708128),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,208,X-08
Q,Completely Locked,06/22/2020 02:46:20 PM,Q357G,Q357G,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Horace Harding Exwy. Sr. Rd. S., 138 St., 61 Rd.",Turtle Playground,POINT (1032023.2541788821 209737.8761776388),Adults not allowed in some locations,Q357G-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 02:46:18 PM,407,Q-07
M,Completely Locked,06/22/2020 05:17:26 PM,M263,M263,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"E. 26 St. To E. 28 St., 2 Ave.",Bellevue South Park,POINT (990373.4283579736 208952.0591797233),Adults Allowed,M263-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,106,M-06
B,Completely Locked,06/22/2020 04:19:50 PM,B145,B145,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Nevins St., 3 Ave., bet. De Graw St. and Douglas St.",Thomas Greene Playground,POINT (988472.4121468812 187098.0041346401),Adults not allowed in some locations,B145-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,306,B-06
M,Completely Locked,06/22/2020 03:28:33 PM,M353,M353-01,,Reopened,false,Not Applicable,67th To 68th Sts Along Riverside Dr,Little Engine Playground,POINT (987297.6766354741 222670.5478188097),Adults not allowed in some locations,M353-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,107,M-14
X,Completely Locked,06/22/2020 10:39:57 AM,X171,X171,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Douglas Av bet. W 235 St and W 236 St,Spuyten Duyvil Playground,POINT (1007361.0505506401 262517.2417473048),Adults Allowed,X171-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,208,X-08
Q,Not Lockable,06/19/2020 01:38:58 PM,Q085,Q085,,Reopened,false,Not Applicable,"30 Ave., 25 Ave. bet. 84 St. and 85 St.",Gorman Playground,POINT (1016321.375477716 216806.7501632273),Adults Allowed,Q085-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 01:38:55 PM,403,Q-03
X,Not Lockable,06/22/2020 10:10:46 AM,X010,X010-10,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Fulton Ave Bet St Paul, E171",Playground Of The Stars,POINT (1011900.7904868869 243846.50841955838),Adults Allowed,X010-CPA-0008,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
M,Completely Locked,06/22/2020 05:12:51 PM,M059,M059,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Ave. C, FDR Dr., E. 17 St.",Murphy Brothers Playground,POINT (991507.7545013874 205437.1771018952),Adults Allowed,M059-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,106,M-06
B,Completely Locked,06/23/2020 10:09:07 AM,B073,B073-10,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Lincoln Rd & Ocean Ave,Lincoln Rd Plgd,POINT (994402.9472018033 180036.7065774798),Unknown,B073-CPA-0005,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,355,B-19
M,Completely Locked,06/22/2020 03:49:55 PM,M037,M037-10,,UnderConstruction,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,W 164 St & Edgecombe Ave,Adventure Plgd,POINT (1001762.6037423009 243987.9211944789),Unknown,M037-CPA-0006,03/31/2020 07:11:11 PM,,112,M-12A
B,Completely Locked,06/22/2020 03:28:45 PM,B192,B192,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Colonial Rd. from 83 St. to 85 St.,Russell Pedersen Playground,POINT (974246.8126453906 167627.48926997182),Adults Allowed,B192-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,310,B-10
Q,Partially Locked,06/19/2020 08:09:49 AM,Q008,Q008-02,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Brookville Blvd, 144 Ave &  Caney Rd.",Brookville Park Playground,POINT (1055807.314222217 180589.2258136421),Unknown,Q008-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 08:09:47 AM,413,Q-13
M,Partially Locked,06/22/2020 12:38:35 PM,M216,M216,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"W. 155 St., 8 Ave. To Harlem River Drive",Holcombe Rucker Park,POINT (1001782.013808474 241363.63707298043),Adults Allowed,M216-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
Q,Not Lockable,06/23/2020 11:02:11 AM,Q121,Q121-01,,Reopened,false,Not Applicable,173 St & 106 Ave,173 St Playground (det. Williams),POINT (1044241.7179308832 195095.6725224704),Adults Allowed,Q121-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:00:00 AM,412,Q-12
B,Completely Locked,06/22/2020 04:17:56 PM,B349,B349,,Reopened,false,Not Applicable,Bath Ave. between 24 Ave. and Bay 37 St.,Bath Playground,POINT (986158.6060789676 156161.7858234793),Adults Allowed,B349-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,311,B-11
Q,Partially Locked,06/19/2020 08:11:05 AM,Q008,Q008-01,,Reopened,,,,Brookville Playground,POINT (1055975.240395561 180993.1180504709),,,03/31/2020 07:11:11 PM,06/19/2020 08:11:02 AM,413,Q-13
X,Completely Locked,06/22/2020 10:49:18 AM,X002,X002-08,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"E 204 St, W/s Bronx Park",French Charley Plgd,POINT (1018472.384955227 256243.7227983028),Adults not allowed in some locations,X002-CPA-0005,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,227,X-14
X,Not Lockable,06/22/2020 10:16:00 AM,X158,X158,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Cross Bronx Exwy. Sr. Ramp bet. Undercliff Ave. and Dr. MLK Jr. Blvd.,Sedgwick Playground,POINT (1005471.041535392 247411.1942035556),Adults not allowed in some locations,X158-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
B,Completely Locked,06/23/2020 10:09:07 AM,B073,B073-02D,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,West Drive opp Garfield Pl,Garfield Tot Lot,POINT (992027.5776087196 183279.203373313),Unknown,B073-CPA-0002,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,355,B-19
B,Completely Locked,06/24/2020 11:35:12 AM,B026,B026,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Carlton Ave., Fulton St., Green Ave.",Cuyler Gore Park,POINT (992042.614652142 189043.2486037314),Adults not allowed in some locations,B026-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,302,B-02
Q,Not Lockable,06/21/2020 03:03:32 PM,Q351,Q351,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Liberty Ave. bet. 183 St. and 183 Pl.,Peters Field,POINT (1046744.916008472 196769.7347911447),Adults Allowed,Q351-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:03:28 PM,412,Q-12
B,Completely Locked,06/22/2020 03:45:07 PM,B239,B239,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Ave. Z between Nostrand Ave. and E. 29 St.,Sheepshead Playground,POINT (1000901.2035622151 153852.778958559),Adults Allowed,B239-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
B,Completely Locked,06/22/2020 02:28:42 PM,B332,B332,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Decatur St. to Schaefer St. between Bushwick Ave. and Evergreen Ave.,Evergreen Playground,POINT (1008943.368252143 189208.1347568929),Adults Allowed,B332-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,304,B-04
M,Completely Locked,06/22/2020 12:53:05 PM,M211B,M211B,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W/s 7 Ave. at W. 130 St.,St. Nicholas Playground North,POINT (999042.368697226 235176.4676888138),Unknown,M211B-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
M,Completely Locked,06/22/2020 03:14:13 PM,M027,M027,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Downing St to Carmine St, Av Of Americas",Downing Street Playground,POINT (983514.341354385 205172.4515814781),Adults Allowed,M027-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,102,M-02
B,Completely Locked,06/22/2020 03:12:44 PM,B223PD,B223PD,,Reopened,,,"Rodney St., S. 3 St., Borniquen Pl.",Rodney Playground Center,POINT (996567.5019278079 198044.9691173136),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
B,Completely Locked,06/22/2020 01:55:05 PM,B275,B275,,Reopened,false,Not Applicable,"Shore Pkwy., Brighton 3 St., Brighton 4 St.",Grady Playground,POINT (994105.1075743882 151449.1823878139),Adults Allowed,B275-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,313,B-13
B,Completely Locked,06/23/2020 12:09:27 PM,B167A,B167A,,UnderConstruction,,,"S. 5 St., Broadway, Havemeyer St.",La Guardia Playground,POINT (995568.9983473868 197920.3102458864),,,03/31/2020 07:11:11 PM,,301,B-01
Q,Partially Locked,06/19/2020 01:26:09 PM,Q015,Q015-03,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,108 St & Myrtle Ave,Jackson Pond Playground,POINT (1027862.4117788081 194697.2323744744),Unknown,Q015-CPA-0002,03/31/2020 07:11:11 PM,06/19/2020 01:00:00 PM,482,Q-16
Q,Completely Locked,06/21/2020 03:03:32 PM,Q405,Q405,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Hollis Ave. bet. 204 St. and 205 St.,Hollis Playground,POINT (1052680.199413463 196803.1431888938),Adults Allowed,Q405-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:03:28 PM,412,Q-12
B,Completely Locked,06/22/2020 03:45:07 PM,B209,B209,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Bedford Ave., Gravesend Neck Rd., Ave. V, E. 24 St.",Galapo Playground,POINT (999033.0307893902 157139.7198912203),Adults Allowed,B209-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
B,Completely Locked,06/22/2020 01:05:59 PM,B363,B363,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Glenmore Ave. between Powell St. and Sackman St.,Houston Playground,POINT (1010572.705216557 184177.9194236398),Adults Allowed,B363-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
X,Completely Locked,06/22/2020 09:54:26 AM,X235,X235,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 158 st bet. Eagle Av and Caildwell Av,Grove Hill Playground,POINT (1009501.7345894718 238023.65687631068),Adults Allowed,X235-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
Q,Completely Locked,06/22/2020 01:28:56 PM,Q429,Q429,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,36 Ave bet. 9 St. and 10 St.,Spirit Playground,POINT (1000526.078984395 216614.2928709835),Adults Allowed,Q429-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
X,Completely Locked,06/22/2020 10:27:41 AM,X265,X265,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Macombs Rd bet. W 176 St and W 175 St,Galileo Playground,POINT (1007533.8943650569 248485.02440497282),Adults Allowed,X265-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
B,Completely Locked,06/22/2020 01:55:05 PM,B125,B125-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Bay 46 & Cropsey Ave,Calvert Vaux Park Playground,POINT (986852.0364506394 153456.450354889),Unknown,B125-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,313,B-13
R,Completely Locked,06/22/2020 02:28:38 PM,R045,R045-01,,Reopened,false,Not Applicable,"Wild Ave, Pearson St",Schmul Park,POINT (932001.1248272212 154304.8656528145),Adults not allowed in some locations,R045-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,502,R-02
X,Completely Locked,06/22/2020 10:25:30 AM,X085,X085,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,E. 183 St. bet. Valentine Ave. and Ryer,Slattery Playground,POINT (1012378.395174727 251625.5338719785),Unknown,X085-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,205,X-05
M,Partially Locked,06/22/2020 10:41:26 AM,M077,M077-03,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 140 St & St Nicholas Ave,Arlington Edinboro Playground,POINT (998980.4190179707 238265.421812728),Adults Allowed,M077-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-09
Q,Partially Locked,06/21/2020 11:27:34 AM,Q369,Q369,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,248 St. bet. Van Zandt Ave. and 52 Ave.,Louis Pasteur Park,POINT (1057572.667318806 216849.68544481692),Adults Allowed,Q369-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 11:27:31 AM,411,Q-11
Q,Partially Locked,06/22/2020 01:08:10 PM,Q329,Q329,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Kissena Blvd., 155 St. bet. 65 Ave. and Melbourne Ave.",Pomonok Playground,POINT (1035827.6947327261 207696.988527149),Adults Allowed,Q329-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,408,Q-08
X,Completely Locked,06/22/2020 01:12:50 PM,X282,X282,,Reopened,,,Southern Blvd bet. E 174 St and E 173 St,Seabury Playground,POINT (1015277.669559881 244052.4063017219),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,203,X-03
X,Completely Locked,06/22/2020 11:02:37 AM,X205,X205,,Reopened,false,Not Applicable,"Watson Ave., Blackrock Ave. bet. Virginia Ave., Pugsley Ave.",Black Rock Playground,POINT (1023545.175006464 241107.25799256557),Adults not allowed in some locations,X205-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
X,Completely Locked,06/22/2020 11:03:24 AM,X148M1,X148M1,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"N/B Cross Bronx Exwy Service Rd, Watson Av, Havemeyer Ave",Havemeyer Playground,POINT (1026324.065446049 241665.99703255302),Adults Allowed,X148M1-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-09
M,Partially Locked,06/22/2020 01:07:17 PM,M111,M111,,Reopened,true,Level 1: Playgrounds for All Children,E. 115 St. bet. 3 Ave. and Lexington Ave.,James Weldon Johnson Playground,POINT (1000235.8607328088 229753.6041907221),Adults Allowed,M111-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,111,M-11
Q,Partially Locked,06/23/2020 11:10:39 AM,Q310,Q310,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"74 Ave., 260 St.",Glen Oaks Oval,POINT (1062891.865669891 212496.8224314004),Adults not allowed in some locations,Q310-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:10:37 AM,413,Q-13
X,Completely Locked,06/22/2020 10:31:15 AM,X044,X044-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E 193 St & Jerome Ave,St James Park Playground,POINT (1012398.719281048 254783.63155838853),Adults not allowed in some locations,X044-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,207,X-07
